Chr	Bin	Grouped_pvalue	Rnk	Gene	Maize_Gene_Name	Species	QTLID	SourceID	Canopy_Level
1	29	4.140257521408869e-13	38	bhlh47	GRMZM2G065374	Maize	1	Mickelson et al.,2002	3
1	29	4.140257521408869e-13	38	bhlh47	GRMZM2G065374	Maize	33	Tian et al.,2011	2
1	29	4.140257521408869e-13	38	bhlh47	GRMZM2G065374	Maize	244	Pan et al.,2017	4
1	29	4.140257521408869e-13	38	bhlh47	GRMZM2G065374	Maize	245	Pan et al.,2017	4
1	29	4.140257521408869e-13	38	bhlh47	GRMZM2G065374	Maize	246	Pan et al.,2017	4
2	3	4.551698315540745e-13	39	NA	NA	NA	60	Ku et al.,2012	4
2	3	4.551698315540745e-13	39	NA	NA	NA	202	Ku et al.,2016	3
2	3	4.551698315540745e-13	39	NA	NA	NA	261	Pan et al.,2017	4
5	16	1.3056188440942588e-12	40	NA	NA	NA	108	Ding et al.,2015	3
4	18	1.4651558949193816e-12	41	NA	NA	NA	42	Tian et al.,2011	2
4	18	1.4651558949193816e-12	41	NA	NA	NA	107	Ding et al.,2015	3
4	18	1.4651558949193816e-12	41	NA	NA	NA	207	Ku et al.,2016	3
5	9	1.631868182801312e-12	42	LC2	GRMZM2G425774	Rice	84	Potts,2014	3
5	9	1.631868182801312e-12	42	LC2	GRMZM2G425774	Rice	93	Chen et al.,2015	3
5	9	1.631868182801312e-12	42	LC2	GRMZM2G425774	Rice	135	Li et al.,2015	4
5	9	1.631868182801312e-12	42	LC2	GRMZM2G425774	Rice	392	Zhang et al.,2017	3
9	1	1.6642001949379637e-12	43	OsPIN2	GRMZM2G098643	Rice	66	Wassom,2013	4
9	1	1.6642001949379637e-12	43	OsPIN2	GRMZM2G098643	Rice	179	Chang et al.,2016	4
9	1	1.6642001949379637e-12	43	OsPIN2	GRMZM2G098643	Rice	180	Chang et al.,2016	4
9	1	1.6642001949379637e-12	43	OsPIN2	GRMZM2G098643	Rice	195	Chang et al.,2016	4
9	1	1.6642001949379637e-12	43	OsPIN2	GRMZM2G098643	Rice	424	Zhang et al.,2017	5
5	21	2.7577759993158636e-12	44	OsHAP3E	GRMZM2G011789 	Rice	86	Potts,2014	3
5	21	2.7577759993158636e-12	44	dw1	GRMZM2G159547	Sorghum	86	Potts,2014	3
5	21	2.7577759993158636e-12	44	OsMADS55	GRMZM2G046885	Rice	86	Potts,2014	3
5	21	2.7577759993158636e-12	44	SGL1	GRMZM2G163776	Rice	86	Potts,2014	3
5	21	2.7577759993158636e-12	44	OsHAP3E	GRMZM2G011789 	Rice	124	Hou et al.,2015	4
5	21	2.7577759993158636e-12	44	dw1	GRMZM2G159547	Sorghum	124	Hou et al.,2015	4
5	21	2.7577759993158636e-12	44	OsMADS55	GRMZM2G046885	Rice	124	Hou et al.,2015	4
5	21	2.7577759993158636e-12	44	SGL1	GRMZM2G163776	Rice	124	Hou et al.,2015	4
5	21	2.7577759993158636e-12	44	OsHAP3E	GRMZM2G011789 	Rice	210	Ku et al.,2016	3
5	21	2.7577759993158636e-12	44	dw1	GRMZM2G159547	Sorghum	210	Ku et al.,2016	3
5	21	2.7577759993158636e-12	44	OsMADS55	GRMZM2G046885	Rice	210	Ku et al.,2016	3
5	21	2.7577759993158636e-12	44	SGL1	GRMZM2G163776	Rice	210	Ku et al.,2016	3
5	21	2.7577759993158636e-12	44	OsHAP3E	GRMZM2G011789 	Rice	292	Pan et al.,2017	4
5	21	2.7577759993158636e-12	44	dw1	GRMZM2G159547	Sorghum	292	Pan et al.,2017	4
5	21	2.7577759993158636e-12	44	OsMADS55	GRMZM2G046885	Rice	292	Pan et al.,2017	4
5	21	2.7577759993158636e-12	44	SGL1	GRMZM2G163776	Rice	292	Pan et al.,2017	4
6	17	2.8586445570365046e-12	45	supPhyA	GRMZM2G145556	Rice	211	Ku et al.,2016	3
6	17	2.8586445570365046e-12	45	supPhyA	GRMZM2G145556	Rice	300	Pan et al.,2017	4
6	17	2.8586445570365046e-12	45	supPhyA	GRMZM2G145556	Rice	301	Pan et al.,2017	4
6	17	2.8586445570365046e-12	45	supPhyA	GRMZM2G145556	Rice	302	Pan et al.,2017	4
6	17	2.8586445570365046e-12	45	supPhyA	GRMZM2G145556	Rice	379	Wang et al.,2017	4
10	4	7.615336140710131e-12	46	NA	NA	NA	216	Ku et al.,2016	3
3	19	1.5205860295855253e-11	47	LAX	GRMZM2G397518	Rice	24	Lu et al.,2007	3
3	19	1.5205860295855253e-11	47	LAX	GRMZM2G397518	Rice	206	Ku et al.,2016	3
3	16	2.21602053303991e-11	48	NA	NA	NA	38	Tian et al.,2011	2
3	16	2.21602053303991e-11	48	NA	NA	NA	148	Chang et al.,2016	4
9	2	2.4905705364788324e-11	49	SOL1	GRMZM2G405203	Rice	113	Ding et al.,2015	3
9	2	2.4905705364788324e-11	49	SOL1	GRMZM2G405203	Rice	196	Chang et al.,2016	4
9	2	2.4905705364788324e-11	49	SOL1	GRMZM2G405203	Rice	349	Pan et al.,2017	4
4	20	2.5234743575033845e-11	50	NA	NA	NA	440	Zhang et al.,2017	1
4	20	2.5234743575033845e-11	50	NA	NA	NA	465	Zhao et al.,2018	4
4	20	2.5234743575033845e-11	50	NA	NA	NA	466	Zhao et al.,2018	4
4	20	2.5234743575033845e-11	50	NA	NA	NA	494	This_Study	6
5	3	2.684693685406409e-11	51	yabby9	GRMZM2G074543	Maize	5	Mickelson et al.,2002	3
5	3	2.684693685406409e-11	51	yabby9	GRMZM2G074543	Maize	6	Mickelson et al.,2002	3
5	3	2.684693685406409e-11	51	yabby9	GRMZM2G074543	Maize	287	Pan et al.,2017	4
1	27	3.101761214975904e-11	52	phyA1	GRMZM2G157727	Maize	21	Lu et al.,2007	3
1	27	3.101761214975904e-11	52	phyA1	GRMZM2G157727	Maize	386	Zhang et al.,2017	3
1	27	3.101761214975904e-11	52	phyA1	GRMZM2G157727	Maize	387	Zhang et al.,2017	3
2	5	3.3572349088353597e-11	53	NA	NA	NA	105	Ding et al.,2015	3
3	23	3.906499107070983e-11	54	NA	NA	NA	40	Tian et al.,2011	2
3	23	3.906499107070983e-11	54	NA	NA	NA	270	Pan et al.,2017	4
3	23	3.906499107070983e-11	54	NA	NA	NA	271	Pan et al.,2017	4
3	23	3.906499107070983e-11	54	NA	NA	NA	493	This_Study	6
1	9	4.8951558976406196e-11	55	NA	NA	NA	230	Pan et al.,2017	4
1	9	4.8951558976406196e-11	55	NA	NA	NA	231	Pan et al.,2017	4
1	9	4.8951558976406196e-11	55	NA	NA	NA	232	Pan et al.,2017	4
1	9	4.8951558976406196e-11	55	NA	NA	NA	233	Pan et al.,2017	4
4	24	5.602883800648588e-11	56	NA	NA	NA	43	Tian et al.,2011	2
4	24	5.602883800648588e-11	56	NA	NA	NA	123	Hou et al.,2015	4
4	24	5.602883800648588e-11	56	NA	NA	NA	279	Pan et al.,2017	4
8	1	5.656228017664556e-11	57	pif3	GRMZM2G387528	Maize	158	Chang et al.,2016	4
8	1	5.656228017664556e-11	57	pif3	GRMZM2G387528	Maize	159	Chang et al.,2016	4
8	1	5.656228017664556e-11	57	pif3	GRMZM2G387528	Maize	193	Chang et al.,2016	4
8	1	5.656228017664556e-11	57	pif3	GRMZM2G387528	Maize	323	Pan et al.,2017	4
8	1	5.656228017664556e-11	57	pif3	GRMZM2G387528	Maize	324	Pan et al.,2017	4
8	1	5.656228017664556e-11	57	pif3	GRMZM2G387528	Maize	325	Pan et al.,2017	4
8	1	5.656228017664556e-11	57	pif3	GRMZM2G387528	Maize	398	Zhang et al.,2017	3
1	18	5.750037669930751e-11	58	NA	NA	NA	30	Tian et al.,2011	2
1	18	5.750037669930751e-11	58	NA	NA	NA	201	Ku et al.,2016	3
