Population	TraitID	TraitName	Chromosome	Position	LeftMarker	RightMarker	LOD
B73	1	F2_MLA	6	3.18	6_6529337	6_6902132	0.0626
B73	1	F2_MLA	6	4.18	6_6902132	6_6902151	0.0169
B73	1	F2_MLA	6	5.18	6_6902151	6_14169332	0.0189
B73	1	F2_MLA	6	6.18	6_18646911	6_18647222	0.0406
B73	1	F2_MLA	6	7.18	6_18646911	6_18647222	0.0742
B73	1	F2_MLA	6	8.18	6_27237775	6_28143372	0.2961
B73	1	F2_MLA	6	9.18	6_28143398	6_28143422	0.2295
B73	1	F2_MLA	6	10.18	6_28143423	6_28146521	0.2412
B73	1	F2_MLA	6	11.18	6_28146521	6_29352571	0.2996
B73	1	F2_MLA	6	12.18	6_31014072	6_35281100	0.4038
B73	1	F2_MLA	6	13.18	6_31014072	6_35281100	0.2575
B73	1	F2_MLA	6	14.18	6_36361930	6_36622435	0.2319
B73	1	F2_MLA	6	15.18	6_37026546	6_38116151	0.2894
B73	1	F2_MLA	6	16.18	6_44338614	6_44338625	0.3038
B73	1	F2_MLA	6	17.18	6_44338614	6_44338625	0.4013
B73	1	F2_MLA	6	18.18	6_44338614	6_44338625	0.5569
B73	1	F2_MLA	6	19.18	6_44338625	6_57404202	0.4164
B73	1	F2_MLA	6	20.18	6_57404202	6_58444848	0.2977
B73	1	F2_MLA	6	21.18	6_58444848	6_61009507	0.4292
B73	1	F2_MLA	6	22.18	6_74072133	6_75126821	0.2003
B73	1	F2_MLA	6	23.18	6_76416803	6_78820885	0.1443
B73	1	F2_MLA	6	24.18	6_81090986	6_82892505	0.091
B73	1	F2_MLA	6	25.18	6_86177140	6_86333598	0.0384
B73	1	F2_MLA	6	26.18	6_89125345	6_89125357	0.0412
B73	1	F2_MLA	6	27.18	6_89125345	6_89125357	0.0439
B73	1	F2_MLA	6	28.18	6_89125357	6_89125365	0.0914
B73	1	F2_MLA	6	29.18	6_89125365	6_89128329	0.0972
B73	1	F2_MLA	6	30.18	6_89128329	6_89135275	0.1333
B73	1	F2_MLA	6	31.18	6_91068323	6_91124076	0.2153
B73	1	F2_MLA	6	32.18	6_91068323	6_91124076	0.2857
B73	1	F2_MLA	6	33.18	6_91617090	6_91851456	0.3049
B73	1	F2_MLA	6	34.18	6_91856005	6_91987665	0.5414
B73	1	F2_MLA	6	35.18	6_93329575	6_94991639	0.3692
B73	1	F2_MLA	6	36.18	6_95474205	6_96027378	0.2713
B73	1	F2_MLA	6	37.18	6_96027378	6_96535397	0.1762
B73	1	F2_MLA	6	38.18	6_96027378	6_96535397	0.2071
B73	1	F2_MLA	6	39.18	6_96535397	6_96539979	0.2394
B73	1	F2_MLA	6	40.18	6_96535397	6_96539979	0.2383
B73	1	F2_MLA	6	41.18	6_96535397	6_96539979	0.237
B73	1	F2_MLA	6	42.18	6_96535397	6_96539979	0.2357
B73	1	F2_MLA	6	43.18	6_96535397	6_96539979	0.2343
B73	1	F2_MLA	6	44.18	6_96535397	6_96539979	0.2329
B73	1	F2_MLA	6	45.18	6_96535397	6_96539979	0.2314
B73	1	F2_MLA	6	46.18	6_96535397	6_96539979	0.2297
B73	1	F2_MLA	6	47.18	6_96535397	6_96539979	0.228
B73	1	F2_MLA	6	48.18	6_96535397	6_96539979	0.2262
B73	1	F2_MLA	6	49.18	6_97321069	6_97321075	0.1523
B73	1	F2_MLA	6	50.18	6_97321099	6_98007145	0.1522
B73	1	F2_MLA	6	51.18	6_98007145	6_104455383	0.1547
B73	1	F2_MLA	6	52.18	6_104506857	6_104757522	0.0925
B73	1	F2_MLA	6	53.18	6_105161206	6_105161209	0.2209
B73	1	F2_MLA	6	54.18	6_105161209	6_105161227	0.1919
B73	1	F2_MLA	6	55.18	6_106154186	6_108592564	0.1866
B73	1	F2_MLA	6	56.18	6_108592564	6_108592569	0.257
B73	1	F2_MLA	6	57.18	6_108592569	6_108863949	0.2695
B73	1	F2_MLA	6	58.18	6_109249989	6_110539451	0.2157
B73	1	F2_MLA	6	59.18	6_110539451	6_110783924	0.1855
B73	1	F2_MLA	6	60.18	6_111055408	6_111918722	0.1108
B73	1	F2_MLA	6	61.18	6_111918722	6_111970131	0.2128
B73	1	F2_MLA	6	62.18	6_111970135	6_111970138	0.1449
B73	1	F2_MLA	6	63.18	6_111970135	6_111970138	0.1371
B73	1	F2_MLA	6	64.18	6_111970138	6_111970153	0.1239
B73	1	F2_MLA	6	65.18	6_111970138	6_111970153	0.1095
B73	1	F2_MLA	6	66.18	6_111970153	6_112281041	0.1227
B73	1	F2_MLA	6	67.18	6_112281041	6_112597426	0.0476
B73	1	F2_MLA	6	68.18	6_115553430	6_118271001	0.0415
B73	1	F2_MLA	6	69.18	6_118602690	6_118827591	0.0237
B73	1	F2_MLA	6	70.18	6_118827591	6_118869154	0.018
B73	1	F2_MLA	6	71.18	6_120056145	6_120056162	0.0419
B73	1	F2_MLA	6	72.18	6_120056162	6_120501939	0.0381
B73	1	F2_MLA	6	73.18	6_121238154	6_122245703	0.0539
B73	1	F2_MLA	6	74.18	6_122245703	6_124978436	0.0449
B73	1	F2_MLA	6	75.18	6_128560685	6_128828750	0.0424
B73	1	F2_MLA	6	76.18	6_129488662	6_130161650	0.084
B73	1	F2_MLA	6	77.18	6_132126979	6_132795743	0.0581
B73	1	F2_MLA	6	78.18	6_132126979	6_132795743	0.0582
B73	1	F2_MLA	6	79.18	6_132126979	6_132795743	0.0584
B73	1	F2_MLA	6	80.18	6_132126979	6_132795743	0.0585
B73	1	F2_MLA	6	81.18	6_132126979	6_132795743	0.0587
B73	1	F2_MLA	6	82.18	6_133094640	6_134098812	0.006
B73	1	F2_MLA	6	83.18	6_134849445	6_134852333	0.0173
B73	1	F2_MLA	6	84.18	6_134852333	6_135249932	0.0667
B73	1	F2_MLA	6	85.18	6_137080986	6_138931075	0.0282
B73	1	F2_MLA	6	86.18	6_140726886	6_140780890	0.0049
B73	1	F2_MLA	6	87.18	6_141278272	6_141611769	0.0497
B73	1	F2_MLA	6	88.18	6_144660961	6_145493021	0.0395
B73	1	F2_MLA	6	89.18	6_144660961	6_145493021	0.042
B73	1	F2_MLA	6	90.18	6_144660961	6_145493021	0.0447
B73	1	F2_MLA	6	91.18	6_145646257	6_146973614	0.0355
B73	1	F2_MLA	6	92.18	6_147054035	6_147422921	0.0156
B73	1	F2_MLA	6	93.18	6_147422921	6_147727228	0.0128
B73	1	F2_MLA	6	94.18	6_147727228	6_147883238	0.0493
B73	1	F2_MLA	6	95.18	6_148781136	6_148960226	0.0357
B73	1	F2_MLA	6	96.18	6_148781136	6_148960226	0.0667
B73	1	F2_MLA	6	97.18	6_148962661	6_149124892	0.0848
B73	1	F2_MLA	6	98.18	6_149125347	6_149328786	0.0068
B73	1	F2_MLA	6	99.18	6_150533425	6_150678762	0.0276
B73	1	F2_MLA	6	100.18	6_150798756	6_150798761	0.148
B73	1	F2_MLA	6	101.18	6_150837324	6_150840038	0.425
B73	1	F2_MLA	6	102.18	6_150840038	6_150889479	0.3958
B73	1	F2_MLA	6	103.18	6_152972209	6_153088315	0.0724
B73	1	F2_MLA	6	104.18	6_154236980	6_154891188	0.0264
B73	1	F2_MLA	6	105.18	6_155522798	6_155632180	0.044
B73	1	F2_MLA	6	106.18	6_155632180	6_155655137	0.0244
B73	1	F2_MLA	6	107.18	6_162110537	6_162571428	0.166
B73	1	F2_MLA	6	108.18	6_162940475	6_162940481	0.222
B73	1	F2_MLA	6	109.18	6_162940475	6_162940481	0.174
B73	1	F2_MLA	6	110.18	6_163349566	6_163817724	0.3323
B73	1	F2_MLA	6	111.18	6_163349566	6_163817724	0.3914
B73	1	F2_MLA	6	112.18	6_164307989	6_164307998	0.8609
B73	1	F2_MLA	6	113.18	6_164307998	6_164309159	0.6908
B73	1	F2_MLA	6	114.18	6_164307998	6_164309159	0.8436
B73	1	F2_MLA	6	115.18	6_164307998	6_164309159	0.9664
B73	1	F2_MLA	6	116.18	6_164366833	6_164675638	0.9774
B73	1	F2_MLA	6	117.18	6_164675885	6_164689601	1.0115
B73	1	F2_MLA	6	118.18	6_164689601	6_164729973	0.9544
B73	1	F2_MLA	6	119.18	6_164729973	6_164869966	0.9517
B73	1	F2_MLA	6	120.18	6_164869984	6_165022497	0.6592
B73	1	F2_MLA	6	121.18	6_165962702	6_165962714	0.4918
B73	1	F2_MLA	6	122.18	6_166072503	6_166077939	0.4227
B73	1	F2_MLA	6	123.18	6_166072503	6_166077939	0.4227
B73	1	F2_MLA	6	124.18	6_166810843	6_167822572	0.4584
B73	1	F2_MLA	6	125.18	6_166810843	6_167822572	0.4166
B73	1	F2_MLA	6	126.18	6_166810843	6_167822572	0.4198
B73	1	F2_MLA	6	127.18	6_167822572	6_167822586	0.4487
B73	1	F2_MLA	6	128.18	6_167822586	6_168097033	0.3411
B73	1	F2_MLA	6	129.18	6_167822586	6_168097033	0.3558
B73	1	F2_MLA	6	130.18	6_167822586	6_168097033	0.3707
B73	1	F2_MLA	6	131.18	6_167822586	6_168097033	0.3856
B73	1	F2_MLA	6	132.18	6_167822586	6_168097033	0.4004
B73	1	F2_MLA	6	133.18	6_167822586	6_168097033	0.4151
B73	1	F2_MLA	6	134.18	6_167822586	6_168097033	0.4297
B73	1	F2_MLA	6	135.18	6_167822586	6_168097033	0.4441
B73	1	F2_MLA	6	136.18	6_167822586	6_168097033	0.4581
B73	1	F2_MLA	6	137.18	6_167822586	6_168097033	0.4718
B73	1	F2_MLA	6	138.18	6_167822586	6_168097033	0.4852
B73	1	F2_MLA	6	139.18	6_168097033	6_168111174	0.4961
B73	1	F2_MLA	6	140.18	6_168111178	6_168356835	1.1228
B73	1	F2_MLA	7	0	7_29168417	7_29168561	0
B73	1	F2_MLA	7	1	7_29168417	7_29168561	0.4105
B73	1	F2_MLA	7	2	7_29168417	7_29168561	0.3947
B73	1	F2_MLA	7	3	7_29168561	7_29253467	0.3564
B73	1	F2_MLA	7	4	7_29253467	7_29558187	0.3385
B73	1	F2_MLA	7	5	7_29253467	7_29558187	0.3099
B73	1	F2_MLA	7	6	7_29558187	7_30242351	0.2283
B73	1	F2_MLA	7	7	7_29558187	7_30242351	0.1115
B73	1	F2_MLA	7	8	7_29558187	7_30242351	0.0326
B73	1	F2_MLA	7	9	7_30242351	7_30242354	0.0025
B73	1	F2_MLA	7	10	7_30242351	7_30242354	0.0495
B73	1	F2_MLA	7	11	7_30242354	7_30659174	0.0943
B73	1	F2_MLA	7	12	7_30242354	7_30659174	0.0211
B73	1	F2_MLA	7	13	7_30659174	7_31086637	0.0046
B73	1	F2_MLA	7	14	7_30659174	7_31086637	0.008
B73	1	F2_MLA	7	15	7_30659174	7_31086637	0.0158
B73	1	F2_MLA	7	16	7_30659174	7_31086637	0.0278
B73	1	F2_MLA	7	17	7_30659174	7_31086637	0.0433
B73	1	F2_MLA	7	18	7_30659174	7_31086637	0.0613
B73	1	F2_MLA	7	19	7_30659174	7_31086637	0.0806
B73	1	F2_MLA	7	20	7_30659174	7_31086637	0.1
B73	1	F2_MLA	7	21	7_30659174	7_31086637	0.1185
B73	1	F2_MLA	7	22	7_31910882	7_34480096	0.2065
B73	1	F2_MLA	7	23	7_34679923	7_36623122	0.2384
B73	1	F2_MLA	7	24	7_34679923	7_36623122	0.1738
B73	1	F2_MLA	7	25	7_34679923	7_36623122	0.1092
B73	1	F2_MLA	7	26	7_36623122	7_38895254	0.1046
B73	1	F2_MLA	7	27	7_36623122	7_38895254	0.1093
B73	1	F2_MLA	7	28	7_42226521	7_46339656	0.1064
B73	1	F2_MLA	7	29	7_57231776	7_68139477	0.0574
B73	1	F2_MLA	7	30	7_75902918	7_83049972	0.1186
B73	1	F2_MLA	7	31	7_85580268	7_90825766	0.0458
B73	1	F2_MLA	7	32	7_91974311	7_95099428	0.0285
B73	1	F2_MLA	7	33	7_100627168	7_105364669	0.0123
B73	1	F2_MLA	7	34	7_121577226	7_121673634	0.0742
B73	1	F2_MLA	7	35	7_121673634	7_123683094	0.0986
B73	1	F2_MLA	7	36	7_123850713	7_124569489	0.1056
B73	1	F2_MLA	7	37	7_124569489	7_126448104	0.0774
B73	1	F2_MLA	7	38	7_127586409	7_130318550	0.0725
B73	1	F2_MLA	7	39	7_131188291	7_131395288	0.4227
B73	1	F2_MLA	7	40	7_131443348	7_132184214	0.3129
B73	1	F2_MLA	7	41	7_132184214	7_132184219	0.3441
B73	1	F2_MLA	7	42	7_132184219	7_132594717	0.3997
B73	1	F2_MLA	7	43	7_132184219	7_132594717	0.5132
B73	1	F2_MLA	7	44	7_132184219	7_132594717	0.6261
B73	1	F2_MLA	7	45	7_132184219	7_132594717	0.7339
B73	1	F2_MLA	7	46	7_136023004	7_136390995	0.8252
B73	1	F2_MLA	7	47	7_140411786	7_140418364	0.8635
B73	1	F2_MLA	7	48	7_140421874	7_140424792	0.6498
B73	1	F2_MLA	7	49	7_140424792	7_140424830	0.7133
B73	1	F2_MLA	7	50	7_141514202	7_141545918	0.6456
B73	1	F2_MLA	7	51	7_143117481	7_144207904	0.3777
B73	1	F2_MLA	7	52	7_145914987	7_146158689	0.1922
B73	1	F2_MLA	7	53	7_146580676	7_147314605	0.1633
B73	1	F2_MLA	7	54	7_147314605	7_147380393	0.1382
B73	1	F2_MLA	7	55	7_147380403	7_147382148	0.1012
B73	1	F2_MLA	7	56	7_147382148	7_147424906	0.088
B73	1	F2_MLA	7	57	7_147424906	7_148454870	0.0869
B73	1	F2_MLA	7	58	7_148592697	7_150015821	0.0806
B73	1	F2_MLA	7	59	7_150024117	7_150028223	0.196
B73	1	F2_MLA	7	60	7_150028223	7_150028299	0.4766
B73	1	F2_MLA	7	61	7_151335538	7_151406274	0.7148
B73	1	F2_MLA	7	62	7_151406274	7_151948882	0.5685
B73	1	F2_MLA	7	63	7_152175699	7_154700521	0.5066
B73	1	F2_MLA	7	64	7_154700521	7_156116170	0.5238
B73	1	F2_MLA	7	65	7_156655085	7_156713130	0.4871
B73	1	F2_MLA	7	66	7_156655085	7_156713130	0.4349
B73	1	F2_MLA	7	67	7_156713130	7_156713161	0.3735
B73	1	F2_MLA	7	68	7_156739260	7_157895311	0.2422
B73	1	F2_MLA	7	69	7_159747053	7_159751797	0.1651
B73	1	F2_MLA	7	70	7_159760010	7_159761298	0.0774
B73	1	F2_MLA	7	71	7_159760010	7_159761298	0.0505
B73	1	F2_MLA	7	72	7_161290191	7_161337537	0.1381
B73	1	F2_MLA	7	73	7_161436148	7_161438219	0.0858
B73	1	F2_MLA	7	74	7_161436148	7_161438219	0.1089
B73	1	F2_MLA	7	75	7_161436148	7_161438219	0.1362
B73	1	F2_MLA	7	76	7_161436148	7_161438219	0.1661
B73	1	F2_MLA	7	77	7_162070026	7_162084826	0.2004
B73	1	F2_MLA	7	78	7_162085196	7_162150174	0.2084
B73	1	F2_MLA	7	79	7_162152704	7_162198783	0.1806
B73	1	F2_MLA	7	80	7_162198785	7_162202326	0.1486
B73	1	F2_MLA	7	81	7_162320923	7_162341615	0.1408
B73	1	F2_MLA	7	82	7_162413532	7_162430274	0.0947
B73	1	F2_MLA	7	83	7_162430274	7_162561552	0.1043
B73	1	F2_MLA	7	84	7_163055830	7_163514889	0.0997
B73	1	F2_MLA	7	85	7_163790464	7_164072865	0.0959
B73	1	F2_MLA	7	86	7_164773196	7_164788561	0.0514
B73	1	F2_MLA	7	87	7_165912483	7_166163416	0.075
B73	1	F2_MLA	7	88	7_166163416	7_166163429	0.0434
B73	1	F2_MLA	7	89	7_166163436	7_166163482	0.103
B73	1	F2_MLA	7	90	7_166163482	7_166858681	0.1174
B73	1	F2_MLA	7	91	7_166163482	7_166858681	0.1421
B73	1	F2_MLA	7	92	7_166163482	7_166858681	0.1685
B73	1	F2_MLA	7	93	7_166163482	7_166858681	0.1957
B73	1	F2_MLA	7	94	7_166163482	7_166858681	0.223
B73	1	F2_MLA	7	95	7_166163482	7_166858681	0.25
B73	1	F2_MLA	7	96	7_166858681	7_166987536	0.2753
B73	1	F2_MLA	7	97	7_167154354	7_167241549	0.3765
B73	1	F2_MLA	7	98	7_167348091	7_167585933	0.2958
B73	1	F2_MLA	7	99	7_167348091	7_167585933	0.2826
B73	1	F2_MLA	7	100	7_167348091	7_167585933	0.2692
B73	1	F2_MLA	7	101	7_167348091	7_167585933	0.2556
B73	1	F2_MLA	7	102	7_167348091	7_167585933	0.242
B73	1	F2_MLA	7	103	7_167348091	7_167585933	0.2284
B73	1	F2_MLA	7	104	7_167627381	7_167711848	0.0243
B73	1	F2_MLA	7	105	7_167817799	7_167853888	0.0134
B73	1	F2_MLA	7	106	7_167859177	7_167948046	0.0357
B73	1	F2_MLA	7	107	7_167859177	7_167948046	0.0214
B73	1	F2_MLA	7	108	7_168082074	7_168922058	0.0324
B73	1	F2_MLA	7	109	7_171207897	7_171207901	0.0142
B73	1	F2_MLA	7	110	7_171207897	7_171207901	0.0196
B73	1	F2_MLA	7	111	7_171207897	7_171207901	0.0301
B73	1	F2_MLA	7	112	7_171207897	7_171207901	0.0455
B73	1	F2_MLA	7	113	7_171207897	7_171207901	0.0652
B73	1	F2_MLA	7	114	7_171207902	7_171631663	0.0607
B73	1	F2_MLA	7	115	7_172512783	7_172512786	0.118
B73	1	F2_MLA	7	116	7_172512783	7_172512786	0.0972
B73	1	F2_MLA	7	117	7_172512783	7_172512786	0.077
B73	1	F2_MLA	7	118	7_172512783	7_172512786	0.059
B73	1	F2_MLA	7	119	7_172512786	7_173442079	0.1352
B73	1	F2_MLA	7	120	7_173797441	7_173807401	0.1593
B73	1	F2_MLA	7	121	7_173807401	7_173817959	0.3504
B73	1	F2_MLA	7	122	7_173817959	7_173817965	0.6753
B73	1	F2_MLA	7	123	7_173817965	7_173889441	0.9106
B73	1	F2_MLA	7	124	7_173889441	7_174537678	1.0147
B73	1	F2_MLA	8	0	8_11485052	8_11568717	0.6534
B73	1	F2_MLA	8	1	8_11568717	8_11570632	0.2286
B73	1	F2_MLA	8	2	8_11568717	8_11570632	0.2084
B73	1	F2_MLA	8	3	8_11662386	8_12273955	0.1197
B73	1	F2_MLA	8	4	8_11662386	8_12273955	0.0899
B73	1	F2_MLA	8	5	8_11662386	8_12273955	0.0652
B73	1	F2_MLA	8	6	8_12273955	8_12273960	0.0778
B73	1	F2_MLA	8	7	8_12935556	8_13203624	0.1401
B73	1	F2_MLA	8	8	8_13203624	8_13203626	0.0879
B73	1	F2_MLA	8	9	8_13339378	8_13339402	0.0811
B73	1	F2_MLA	8	10	8_13339402	8_13371460	0.0153
B73	1	F2_MLA	8	11	8_13371460	8_13686347	0.0033
B73	1	F2_MLA	8	12	8_13686347	8_13686352	0.0034
B73	1	F2_MLA	8	13	8_13686361	8_14936042	0.022
B73	1	F2_MLA	8	14	8_14936042	8_15981475	0.0231
B73	1	F2_MLA	8	15	8_16352911	8_16770480	0.0366
B73	1	F2_MLA	8	16	8_16770483	8_16770485	0.0323
B73	1	F2_MLA	8	17	8_16770485	8_16770486	0.0162
B73	1	F2_MLA	8	18	8_16770486	8_16770487	0.0558
B73	1	F2_MLA	8	19	8_16854392	8_17175701	0.137
B73	1	F2_MLA	8	20	8_19961824	8_21615278	0.1289
B73	1	F2_MLA	8	21	8_21615278	8_22170669	0.1076
B73	1	F2_MLA	8	22	8_22170669	8_22844307	0.0231
B73	1	F2_MLA	8	23	8_22844307	8_23423598	0.0409
B73	1	F2_MLA	8	24	8_27312863	8_72934496	0.4079
B73	1	F2_MLA	8	25	8_27312863	8_72934496	0.4528
B73	1	F2_MLA	8	26	8_72934521	8_73248083	0.4479
B73	1	F2_MLA	8	27	8_73248083	8_73446262	0.4709
B73	1	F2_MLA	8	28	8_73248083	8_73446262	0.4519
B73	1	F2_MLA	8	29	8_73733534	8_73735064	0.5494
B73	1	F2_MLA	8	30	8_73816279	8_73816305	0.4453
B73	1	F2_MLA	8	31	8_73816279	8_73816305	0.4962
B73	1	F2_MLA	8	32	8_74623477	8_75468905	0.4636
B73	1	F2_MLA	8	33	8_78657079	8_79142416	0.4517
B73	1	F2_MLA	8	34	8_79142416	8_95722485	0.3882
B73	1	F2_MLA	8	35	8_95773956	8_99225590	0.6013
B73	1	F2_MLA	8	36	8_100872977	8_100958549	0.5672
B73	1	F2_MLA	8	37	8_100964563	8_100964608	0.4991
B73	1	F2_MLA	8	38	8_101124789	8_102336105	0.4309
B73	1	F2_MLA	8	39	8_102912859	8_103314532	3.0395
B73	1	F2_MLA	8	40	8_103314532	8_103400168	0.4222
B73	1	F2_MLA	8	41	8_103637719	8_103703218	0.5016
B73	1	F2_MLA	8	42	8_103703223	8_103703225	0.5077
B73	1	F2_MLA	8	43	8_103703226	8_103703260	0.4634
B73	1	F2_MLA	8	44	8_103703260	8_104380896	0.4541
B73	1	F2_MLA	8	45	8_104464106	8_104660635	0.6236
B73	1	F2_MLA	8	46	8_111046163	8_112677687	0.6483
B73	1	F2_MLA	8	47	8_113213646	8_116256150	0.4893
B73	1	F2_MLA	8	48	8_116778870	8_119836873	0.5079
B73	1	F2_MLA	8	49	8_124358637	8_124937588	0.3944
B73	1	F2_MLA	8	50	8_124951709	8_124951711	0.578
B73	1	F2_MLA	8	51	8_127580244	8_130483976	0.5565
B73	1	F2_MLA	8	52	8_133275925	8_133276224	0.5135
B73	1	F2_MLA	8	53	8_138510293	8_138523942	0.5052
B73	1	F2_MLA	8	54	8_138523942	8_140165398	0.6859
B73	1	F2_MLA	8	55	8_138523942	8_140165398	0.7011
B73	1	F2_MLA	8	56	8_138523942	8_140165398	0.7159
B73	1	F2_MLA	8	57	8_138523942	8_140165398	0.7301
B73	1	F2_MLA	8	58	8_140165398	8_140186179	0.7441
B73	1	F2_MLA	8	59	8_140165398	8_140186179	0.7684
B73	1	F2_MLA	8	60	8_140488449	8_141518023	0.655
B73	1	F2_MLA	8	61	8_141518023	8_141644686	0.496
B73	1	F2_MLA	8	62	8_141644686	8_141931800	0.3627
B73	1	F2_MLA	8	63	8_144455344	8_144538753	0.3562
B73	1	F2_MLA	8	64	8_144538753	8_145282075	0.345
B73	1	F2_MLA	8	65	8_144538753	8_145282075	0.3258
B73	1	F2_MLA	8	66	8_145699493	8_146155627	0.3476
B73	1	F2_MLA	8	67	8_145699493	8_146155627	0.373
B73	1	F2_MLA	8	68	8_145699493	8_146155627	0.4036
B73	1	F2_MLA	8	69	8_146155627	8_146155631	0.4161
B73	1	F2_MLA	8	70	8_146155627	8_146155631	0.4178
B73	1	F2_MLA	8	71	8_146155627	8_146155631	0.4198
B73	1	F2_MLA	8	72	8_146155627	8_146155631	0.4222
B73	1	F2_MLA	8	73	8_146155627	8_146155631	0.4248
B73	1	F2_MLA	8	74	8_146155627	8_146155631	0.4277
B73	1	F2_MLA	8	75	8_146155627	8_146155631	0.4308
B73	1	F2_MLA	8	76	8_146155627	8_146155631	0.4341
B73	1	F2_MLA	8	77	8_146155627	8_146155631	0.4375
B73	1	F2_MLA	8	78	8_146155627	8_146155631	0.4411
B73	1	F2_MLA	8	79	8_146155631	8_146155643	0.3808
B73	1	F2_MLA	8	80	8_146155631	8_146155643	0.309
B73	1	F2_MLA	8	81	8_146155643	8_146549920	0.3493
B73	1	F2_MLA	8	82	8_146155643	8_146549920	0.4
B73	1	F2_MLA	8	83	8_147097338	8_147445632	0.3902
B73	1	F2_MLA	8	84	8_147445632	8_148008275	0.4212
B73	1	F2_MLA	8	85	8_148905374	8_149303503	0.5114
B73	1	F2_MLA	8	86	8_152132203	8_152717401	0.6148
B73	1	F2_MLA	8	87	8_155482214	8_156426537	0.6345
B73	1	F2_MLA	8	88	8_157452827	8_157669010	0.5932
B73	1	F2_MLA	8	89	8_157688633	8_158571464	0.7357
B73	1	F2_MLA	8	90	8_157688633	8_158571464	0.5545
B73	1	F2_MLA	8	91	8_159436954	8_159948245	0.304
B73	1	F2_MLA	8	92	8_159984772	8_159985843	0.074
B73	1	F2_MLA	8	93	8_160208317	8_160239263	0.0872
B73	1	F2_MLA	8	94	8_160423313	8_161079585	0.0589
B73	1	F2_MLA	8	95	8_161545360	8_161710622	0.0934
B73	1	F2_MLA	8	96	8_161904825	8_163716612	0.0482
B73	1	F2_MLA	8	97	8_163716612	8_170207272	0.0988
B73	1	F2_MLA	8	98	8_163716612	8_170207272	0.1132
B73	1	F2_MLA	8	99	8_170207272	8_170610353	0.1221
B73	1	F2_MLA	8	100	8_170207272	8_170610353	0.1185
B73	1	F2_MLA	8	101	8_170207272	8_170610353	0.1151
B73	1	F2_MLA	8	102	8_170207272	8_170610353	0.1119
B73	1	F2_MLA	8	103	8_170207272	8_170610353	0.109
B73	1	F2_MLA	8	104	8_170207272	8_170610353	0.1062
B73	1	F2_MLA	8	105	8_170207272	8_170610353	0.1037
B73	1	F2_MLA	8	106	8_170207272	8_170610353	0.1013
B73	1	F2_MLA	8	107	8_170610353	8_171542360	0.1178
B73	1	F2_MLA	8	108	8_170610353	8_171542360	0.1385
B73	1	F2_MLA	8	109	8_170610353	8_171542360	0.1608
B73	1	F2_MLA	8	110	8_170610353	8_171542360	0.1841
B73	1	F2_MLA	8	111	8_170610353	8_171542360	0.2081
B73	1	F2_MLA	8	112	8_171613453	8_171751024	0.1898
B73	1	F2_MLA	8	113	8_171613453	8_171751024	0.2235
B73	1	F2_MLA	8	114	8_171613453	8_171751024	0.2605
B73	1	F2_MLA	8	115	8_171751024	8_171885776	0.2986
B73	1	F2_MLA	8	116	8_171751024	8_171885776	0.3175
B73	1	F2_MLA	8	117	8_171751024	8_171885776	0.3291
B73	1	F2_MLA	8	118	8_171885776	8_172197953	0.1994
B73	1	F2_MLA	8	119	8_172197953	8_172197956	0.1593
B73	1	F2_MLA	8	120	8_172197956	8_172811556	0.137
B73	1	F2_MLA	8	121	8_172197956	8_172811556	0.13
B73	1	F2_MLA	8	122	8_172197956	8_172811556	0.1071
B73	1	F2_MLA	8	123	8_172811556	8_172950942	0.0832
B73	1	F2_MLA	8	124	8_172950942	8_174178180	0.093
B73	1	F2_MLA	8	125	8_172950942	8_174178180	0.1351
B73	1	F2_MLA	8	126	8_174178180	8_174377847	0.096
B73	1	F2_MLA	8	127	8_174178180	8_174377847	0.0539
B73	1	F2_MLA	8	128	8_174178180	8_174377847	0.0416
B73	1	F2_MLA	8	129	8_174377847	8_174606826	0.0818
B73	1	F2_MLA	8	130	8_174377847	8_174606826	0.1627
B73	1	F2_MLA	8	131	8_174606826	8_175069749	0.3855
B73	1	F2_MLA	9	0	9_14535301	9_14537371	0.2919
B73	1	F2_MLA	9	1	9_14535301	9_14537371	0.2401
B73	1	F2_MLA	9	2	9_14537371	9_15357618	0.1667
B73	1	F2_MLA	9	3	9_15357618	9_15357963	0.1411
B73	1	F2_MLA	9	4	9_15357963	9_15618522	0.1499
B73	1	F2_MLA	9	5	9_15357963	9_15618522	0.1489
B73	1	F2_MLA	9	6	9_15357963	9_15618522	0.148
B73	1	F2_MLA	9	7	9_15357963	9_15618522	0.1471
B73	1	F2_MLA	9	8	9_15357963	9_15618522	0.1462
B73	1	F2_MLA	9	9	9_15357963	9_15618522	0.1453
B73	1	F2_MLA	9	10	9_15357963	9_15618522	0.1444
B73	1	F2_MLA	9	11	9_15357963	9_15618522	0.1435
B73	1	F2_MLA	9	12	9_15357963	9_15618522	0.1426
B73	1	F2_MLA	9	13	9_15357963	9_15618522	0.1417
B73	1	F2_MLA	9	14	9_15357963	9_15618522	0.1408
B73	1	F2_MLA	9	15	9_15357963	9_15618522	0.1398
B73	1	F2_MLA	9	16	9_15357963	9_15618522	0.1388
B73	1	F2_MLA	9	17	9_15618522	9_15618525	0.1511
B73	1	F2_MLA	9	18	9_16006059	9_16732176	0.2076
B73	1	F2_MLA	9	19	9_16737854	9_17101469	0.0943
B73	1	F2_MLA	9	20	9_16737854	9_17101469	0.1054
